Source,Target,weight
1216,1350,0.35600000000000004
1873,1350,0.271
124,1350,0.261
2190,315,0.157
2190,1030,0.142
52,1030,0.385
1833,1030,0.09300000000000001
19,316,1.0
19,317,0.816
19,318,0.632
19,319,0.5
19,382,0.254
687,382,0.218
19,320,0.17800000000000002
19,1749,0.068
75,1749,0.055999999999999994
180,1749,0.113
19,917,0.042
2184,917,0.026000000000000002
709,321,0.12
709,322,0.12
709,516,0.114
45,516,0.387
709,2175,0.098
772,2175,0.146
709,325,0.092
20,2040,0.253
2048,2040,0.174
20,326,0.242
20,2044,0.138
2048,2044,0.11800000000000001
20,328,0.131
20,329,0.11699999999999999
20,1962,0.11599999999999999
1875,1962,0.203
37,1962,0.063
1833,1962,0.09
1436,1962,0.153
1815,1962,0.185
1601,1962,0.051
152,1962,0.044000000000000004
160,1962,0.115
20,330,0.08900000000000001
21,1810,0.18
23,1810,0.156
1763,1810,0.133
464,1810,0.23399999999999999
800,1810,0.2
21,1638,0.14400000000000002
1050,1638,0.25
747,1638,0.14300000000000002
1051,1638,0.226
1053,1638,0.204
1639,1638,0.373
1636,1638,0.154
21,1320,0.046
1342,1320,0.124
331,1320,0.06
50,1320,0.036000000000000004
119,1320,0.203
737,733,0.5660000000000001
451,733,0.275
737,502,0.41600000000000004
788,502,0.19699999999999998
331,502,0.53
737,738,0.294
52,738,0.33299999999999996
451,738,0.136
737,331,0.294
737,735,0.26899999999999996
451,735,0.187
737,1973,0.24
451,1973,0.19399999999999998
764,1973,0.365
737,1783,0.19899999999999998
1865,1783,0.098
331,1783,0.254
620,1783,0.239
90,1783,0.166
152,1783,0.153
737,1668,0.168
331,1668,0.11699999999999999
1892,1668,0.083
95,1668,0.09
104,1668,0.045
121,1668,0.11699999999999999
1569,1668,0.10400000000000001
737,451,0.16
26,451,0.075
36,451,0.087
737,627,0.14
52,627,0.099
23,332,0.33299999999999996
23,1209,0.018000000000000002
41,1209,0.018000000000000002
2004,1209,0.037000000000000005
71,1209,0.049
1159,1209,0.052000000000000005
1007,1209,0.053
105,1209,0.07200000000000001
108,1209,0.025
1590,1306,0.151
1159,1306,0.08800000000000001
1314,1306,0.13699999999999998
116,1306,0.066
1590,1163,0.11900000000000001
51,1163,0.129
1314,1163,0.16699999999999998
1590,456,0.094
1516,456,0.204
1590,560,0.091
189,560,0.5820000000000001
1590,333,0.091
1590,1752,0.09
1786,1752,0.19699999999999998
180,1752,0.053
25,334,0.7859999999999999
25,335,0.7070000000000001
25,815,0.40399999999999997
398,815,0.428
73,815,0.096
25,1953,0.382
59,1953,0.149
64,1953,0.05
990,1953,0.282
1601,1953,0.047
1971,1953,0.247
25,1062,0.374
1058,1062,0.249
398,1062,0.8690000000000001
397,1062,0.23
25,1060,0.34299999999999997
1058,1060,0.242
397,1060,0.242
25,1064,0.336
1058,1064,0.221
455,1064,0.268
397,1064,0.217
25,1065,0.32899999999999996
1058,1065,0.258
398,1065,0.897
397,1065,0.21
25,1061,0.32
1058,1061,0.21600000000000003
397,1061,0.233
342,1204,0.28300000000000003
108,1204,0.203
342,338,0.26
342,1206,0.237
47,1206,0.095
104,1206,0.08199999999999999
108,1206,0.127
342,339,0.18
342,1141,0.158
104,1141,0.057999999999999996
342,1712,0.156
232,1712,0.192
342,340,0.151
342,1369,0.14300000000000002
47,1369,0.114
127,1369,0.076
26,1004,0.16
1604,1004,0.10400000000000001
26,341,0.158
26,343,0.105
26,539,0.07
538,539,0.23800000000000002
26,367,0.069
1386,367,0.083
26,1881,0.063
1656,1881,0.21600000000000003
48,1881,0.09300000000000001
1655,1881,0.278
1564,1881,0.19699999999999998
157,1881,0.162
26,1080,0.054000000000000006
99,1080,0.037000000000000005
26,979,0.054000000000000006
1457,979,0.193
445,979,0.159
1342,1344,0.622
1344,1344,0.158
214,1344,0.135
436,1344,0.39
1342,1343,0.595
1344,1343,0.584
436,1343,0.41200000000000003
1342,1316,0.486
1344,1316,0.386
119,1316,0.287
1342,436,0.439
1344,436,0.39
1342,1503,0.268
1344,1503,0.252
37,1503,0.15
119,1503,0.168
436,1503,0.22
879,1503,0.122
1342,344,0.258
1342,437,0.258
1344,437,0.22899999999999998
1342,438,0.161
426,438,0.037000000000000005
1344,438,0.14300000000000002
1342,1735,0.129
2051,1735,0.17
360,474,0.242
214,474,0.11800000000000001
360,345,0.207
360,346,0.151
360,1689,0.141
127,1689,0.040999999999999995
1011,1689,0.07200000000000001
360,1886,0.13
157,1886,0.081
360,695,0.111
65,695,0.287
360,1742,0.091
458,1742,0.035
455,1742,0.222
66,1742,0.018000000000000002
1235,1742,0.365
145,1742,0.027000000000000003
148,1742,0.026000000000000002
360,1741,0.08199999999999999
1159,1741,0.12300000000000001
148,1741,0.038
360,1837,0.081
35,1837,0.071
189,1837,0.315
1450,1837,0.168
789,790,0.423
577,790,0.17800000000000002
789,347,0.345
789,577,0.21100000000000002
788,577,0.248
415,577,0.16
789,886,0.204
65,886,0.126
1803,886,0.115
1332,886,0.11199999999999999
789,1969,0.124
1218,1969,0.265
1013,1969,0.191
801,1969,0.21600000000000003
800,1969,0.182
162,1969,0.076
789,1341,0.114
577,1341,0.209
1851,1341,0.102
1335,1341,0.027999999999999997
789,348,0.10300000000000001
480,1517,0.6709999999999999
350,1517,0.802
1026,1517,0.142
480,479,0.474
350,479,0.37799999999999995
480,349,0.447
480,350,0.359
480,2165,0.27899999999999997
40,2165,0.081
2027,2165,0.225
866,2165,0.17800000000000002
1684,2165,0.067
143,2165,0.16899999999999998
1011,2165,0.145
1398,2165,0.126
480,351,0.191
480,1927,0.17600000000000002
2021,1927,0.23199999999999998
33,1927,0.19699999999999998
155,1927,0.099
629,1927,0.201
480,1591,0.163
36,1591,0.11
69,1591,0.171
1255,1591,0.099
480,2021,0.158
741,2021,0.25
1763,352,0.522
1763,694,0.381
65,694,0.29
1763,353,0.302
1763,1757,0.191
124,1757,0.2
355,1757,0.316
1763,1758,0.174
355,1758,0.289
1763,355,0.151
1763,1762,0.1
355,1762,0.16699999999999998
1875,1835,0.16899999999999998
128,1835,0.084
1815,1835,0.166
1913,1835,0.133
1891,1835,0.151
155,1835,0.10099999999999999
1450,1835,0.2
1875,2033,0.163
1331,2033,0.12300000000000001
74,2033,0.281
1835,2033,0.154
1423,2033,0.24
1875,503,0.16
1873,503,0.298
1870,503,0.39
1875,1869,0.141
1873,1869,0.311
1870,1869,0.49700000000000005
1877,1869,0.21600000000000003
503,1869,0.5670000000000001
1875,1767,0.141
1891,1767,0.226
1875,2036,0.141
1331,2036,0.18600000000000003
74,2036,0.243
1423,2036,0.20800000000000002
1875,1442,0.141
956,1442,0.187
1681,1442,0.209
133,1442,0.408
345,356,0.316
345,357,0.27399999999999997
345,358,0.245
345,359,0.21100000000000002
345,360,0.207
345,1039,0.141
1984,1039,0.166
345,363,0.102
27,364,0.27699999999999997
27,934,0.084
88,934,0.09699999999999999
1386,365,0.133
1386,366,0.11
1386,1387,0.10800000000000001
1387,1387,0.105
1386,1282,0.08800000000000001
464,1282,0.152
1386,368,0.08
1386,638,0.027999999999999997
1119,638,0.203
40,638,0.044000000000000004
455,638,0.247
1386,2089,0.023
1581,2089,0.158
404,369,0.5770000000000001
404,1840,0.29
1450,1840,0.098
404,1043,0.147
95,1043,0.17
404,402,0.131
1737,402,0.44
404,2158,0.085
2151,2158,0.048
404,684,0.057
63,684,0.069
370,371,0.374
371,371,0.27899999999999997
370,466,0.159
40,466,0.055
370,1077,0.156
98,1077,0.102
370,375,0.128
371,375,0.095
370,377,0.124
371,377,0.077
370,661,0.12
422,661,0.10800000000000001
370,757,0.09
371,757,0.084
2004,757,0.09
67,757,0.083
370,554,0.068
48,554,0.068
371,370,0.374
371,1634,0.254
1636,1634,0.21
371,372,0.17600000000000002
371,373,0.152
371,374,0.152
371,376,0.081
1218,1622,0.5489999999999999
1216,1622,0.313
33,1622,0.113
1619,1622,0.418
1798,1622,0.33299999999999996
1218,1618,0.409
1216,1618,0.541
1013,1618,0.191
1622,1618,0.455
1619,1618,0.92
2082,1618,0.39899999999999997
1798,1618,0.6990000000000001
1218,1583,0.392
1216,1583,0.518
1013,1583,0.174
1622,1583,0.413
139,1583,0.11800000000000001
2082,1583,0.363
1218,1619,0.376
1216,1619,0.498
1013,1619,0.17600000000000002
1622,1619,0.418
2082,1619,0.36700000000000005
1798,1619,0.643
1790,1787,0.182
426,1787,0.091
1865,1787,0.037000000000000005
122,1787,0.073
1787,1787,0.606
687,728,0.429
2148,728,0.22399999999999998
687,378,0.34299999999999997
687,379,0.34299999999999997
687,380,0.28
687,381,0.28
687,547,0.14
706,547,0.408
687,805,0.14
803,805,0.258
1221,805,0.218
266,1822,0.254
1937,1822,0.152
266,383,0.207
266,385,0.161
266,2162,0.14400000000000002
575,2162,0.239
415,2162,0.154
1398,2162,0.17800000000000002
266,732,0.131
264,732,0.243
875,732,0.121
266,1687,0.098
875,1687,0.183
2027,1687,0.163
866,1687,0.129
1011,1687,0.21100000000000002
266,386,0.096
2021,387,0.21600000000000003
2021,2026,0.213
350,2026,0.161
741,2026,0.17800000000000002
2021,388,0.193
2021,2164,0.18899999999999997
582,2164,0.28600000000000003
1398,2164,0.126
2021,2168,0.158
1398,2168,0.105
2021,480,0.158
36,480,0.152
350,480,0.359
2021,579,0.154
1767,579,0.174
2021,607,0.139
51,607,0.24100000000000002
28,1932,0.115
629,1932,0.184
28,1546,0.033
121,1546,0.043
1541,1546,0.14800000000000002
1593,1546,0.04
766,389,0.462
766,390,0.265
766,1073,0.226
98,1073,0.25
766,392,0.18100000000000002
766,393,0.172
766,394,0.166
766,395,0.16
766,980,0.152
1457,980,0.12
445,980,0.127
766,396,0.14
1058,1103,0.276
397,1103,0.255
102,1103,0.042
1058,1066,0.20800000000000002
398,1066,0.8240000000000001
397,1066,0.192
1058,398,0.185
1737,476,0.183
2185,476,0.129
398,406,0.64
398,407,0.511
398,409,0.40299999999999997
398,410,0.375
575,412,0.447
575,414,0.298
575,1853,0.183
128,1853,0.122
1115,1853,0.096
31,1965,0.4
162,1965,0.516
31,551,0.18
1962,551,0.146
706,551,0.142
31,416,0.052000000000000005
31,1979,0.048
47,1979,0.053
1159,1979,0.151
102,1979,0.035
127,1979,0.035
764,1979,0.095
31,1746,0.039
81,1746,0.025
148,1746,0.025
1862,417,0.23399999999999999
1862,418,0.23399999999999999
1862,463,0.23199999999999998
1873,463,0.18899999999999997
1862,419,0.221
1862,971,0.221
1591,971,0.243
1862,420,0.221
1862,1988,0.21600000000000003
83,1988,0.109
1036,1988,0.091
1862,1859,0.209
1855,1859,0.218
446,1859,0.273
1857,1859,0.17800000000000002
1862,421,0.191
1862,1242,0.182
33,1242,0.059000000000000004
102,1242,0.07400000000000001
111,1242,0.064
426,1865,0.204
1864,1865,0.612
426,831,0.139
50,831,0.17600000000000002
826,831,0.054000000000000006
426,1212,0.098
1409,1212,0.263
426,422,0.071
426,423,0.061
1865,1864,0.612
1864,1864,1.0
1865,425,0.258
1865,426,0.204
1865,427,0.11800000000000001
1865,1866,0.057
2109,1866,0.14
1053,1866,0.10800000000000001
1864,1866,0.094
1865,1013,0.026000000000000002
331,1013,0.067
1013,1013,0.201
1684,1013,0.048
1153,1925,0.5
629,1925,0.218
1153,1151,0.408
428,1151,0.516
1153,754,0.354
67,754,0.252
1153,2017,0.33399999999999996
67,2017,0.35700000000000004
428,2017,0.254
613,2017,0.327
1153,428,0.316
1153,429,0.23600000000000002
1153,1154,0.158
428,1154,0.3
1153,430,0.153
1153,1799,0.127
1690,1799,0.151
1623,1799,0.153
1153,758,0.113
67,758,0.081
33,432,0.174
33,629,0.16399999999999998
55,629,0.066
33,1158,0.121
428,1158,0.102
33,722,0.083
2002,722,0.177
33,433,0.07400000000000001
33,816,0.062
73,816,0.083
956,1625,0.299
140,1625,0.127
1877,1625,0.254
956,1445,0.265
577,1445,0.222
133,1445,0.289
956,1285,0.237
1071,1285,0.231
956,744,0.187
747,744,0.152
956,434,0.147
956,957,0.14400000000000002
214,957,0.192
1332,957,0.125
1625,957,0.184
956,435,0.132
956,1444,0.132
133,1444,0.289
1344,1342,0.622
436,1342,0.439
1344,573,0.245
264,573,0.302
1344,469,0.218
214,469,0.37200000000000005
441,439,0.172
441,2149,0.149
169,2149,0.141
441,440,0.105
441,441,0.08900000000000001
441,442,0.083
441,443,0.055999999999999994
441,1329,0.05
82,1329,0.239
1847,1329,0.179
121,1329,0.16899999999999998
441,553,0.049
48,553,0.068
441,473,0.048
214,473,0.135
441,444,0.046
34,1652,0.083
1053,1652,0.034
142,1652,0.042
143,1652,0.09300000000000001
1457,445,0.47100000000000003
1457,975,0.385
445,975,0.408
1457,977,0.258
445,977,0.213
1457,978,0.21600000000000003
445,978,0.191
1457,446,0.136
1457,2016,0.128
2148,2016,0.243
130,2016,0.132
613,2016,0.33299999999999996
1457,1986,0.098
1036,1986,0.198
1457,447,0.076
35,1600,0.159
139,1600,0.061
1543,1600,0.08199999999999999
35,1330,0.154
121,1330,0.154
36,2144,0.24
571,2144,0.289
169,2144,0.212
36,872,0.193
1276,872,0.191
36,448,0.12
36,449,0.10300000000000001
36,450,0.094
36,571,0.092
1391,571,0.314
36,788,0.08900000000000001
69,788,0.18600000000000003
577,788,0.248
1119,452,0.371
1119,719,0.316
2002,719,0.23399999999999999
1119,453,0.233
1119,1388,0.183
1389,1388,0.15
1387,1388,0.1
1119,1520,0.18100000000000002
1026,1520,0.134
1119,454,0.16
1119,455,0.155
1516,1022,0.265
1051,1022,0.068
1515,1022,0.33
1516,1845,0.207
41,1845,0.126
1515,1845,0.22699999999999998
1026,1845,0.129
139,1845,0.049
152,1845,0.076
1115,1845,0.37200000000000005
1516,1024,0.204
1515,1024,0.254
1516,1025,0.204
1515,1025,0.254
1516,1028,0.16
1515,1028,0.19899999999999998
37,1323,0.387
1962,1323,0.146
120,1323,0.20199999999999999
37,1098,0.109
1436,1098,0.133
37,1815,0.078
1331,1815,0.133
1962,1815,0.185
1436,1815,0.475
126,1815,0.12
1835,1815,0.166
154,1815,0.034
37,457,0.07200000000000001
38,1781,0.37799999999999995
1660,1781,0.134
152,1781,0.228
458,458,0.667
458,459,0.522
458,460,0.516
458,461,0.285
458,462,0.222
458,2053,0.057999999999999996
801,2053,0.321
1405,2053,0.20199999999999999
1293,2053,0.17800000000000002
2057,2053,0.16699999999999998
458,2054,0.04
1303,2054,0.023
819,2054,0.04
83,2054,0.033
109,2054,0.033
2045,2054,0.035
131,2054,0.027000000000000003
145,2054,0.052000000000000005
2057,2054,0.16699999999999998
1873,1870,0.494
503,1870,0.39
1873,1279,0.203
1870,1279,0.324
464,1279,0.231
1873,1872,0.18600000000000003
1870,1872,0.298
1501,1872,0.278
464,1872,0.132
121,1872,0.172
503,1872,0.337
1873,1354,0.182
124,1354,0.2
1873,464,0.16399999999999998
1873,2147,0.152
1870,2147,0.138
2148,2147,0.27
446,2147,0.261
1877,2147,0.195
169,2147,0.18100000000000002
40,676,0.213
1467,676,0.156
40,678,0.151
1467,678,0.11
40,1734,0.129
193,1734,0.153
2051,1734,0.18899999999999997
40,1026,0.071
41,1026,0.067
1691,1026,0.121
1515,1026,0.204
40,1467,0.067
135,1467,0.057
40,465,0.063
40,1654,0.052000000000000005
41,1654,0.091
143,1654,0.054000000000000006
214,470,0.27699999999999997
214,471,0.21
2185,475,0.203
2185,915,0.155
2184,915,0.175
2185,2183,0.149
915,2183,0.185
2185,477,0.12
2185,1483,0.11699999999999999
1976,1483,0.11900000000000001
1818,1483,0.11699999999999999
185,1483,0.18600000000000003
1627,1483,0.174
2185,478,0.115
2185,1153,0.11199999999999999
428,1153,0.316
350,481,0.228
350,918,0.20199999999999999
1639,918,0.114
350,482,0.17300000000000001
350,1319,0.128
451,1319,0.10800000000000001
119,1319,0.23199999999999998
350,483,0.122
350,484,0.107
41,1644,0.059000000000000004
52,1644,0.098
1847,1644,0.063
142,1644,0.059000000000000004
1681,486,0.434
1681,487,0.264
1681,1681,0.261
114,1681,0.132
1178,1681,0.18100000000000002
1681,488,0.221
1681,1722,0.209
147,1722,0.5770000000000001
1681,489,0.209
1681,490,0.209
1681,1295,0.209
114,1295,0.632
1681,491,0.198
781,492,0.44
781,493,0.359
781,1550,0.35100000000000003
829,1550,0.297
781,494,0.325
781,495,0.325
781,1551,0.314
829,1551,0.289
781,496,0.29100000000000004
781,497,0.23800000000000002
781,498,0.233
1331,1876,0.266
1436,1876,0.239
110,1876,0.17300000000000001
120,1876,0.07400000000000001
1815,1876,0.243
503,1876,0.131
1331,1436,0.141
1962,1436,0.153
71,1436,0.052000000000000005
88,1436,0.09
1815,1436,0.475
1331,1326,0.13
121,1326,0.866
1331,1327,0.13
121,1327,0.866
1331,2031,0.13
74,2031,0.397
405,2031,0.16699999999999998
1423,2031,0.34
1331,500,0.121
788,1491,0.263
69,1491,0.7070000000000001
1591,1491,0.243
771,1491,0.354
788,1493,0.214
69,1493,0.5770000000000001
771,1493,0.289
331,737,0.294
451,737,0.16
331,1779,0.111
119,1779,0.175
151,1779,0.052000000000000005
331,925,0.084
1678,925,0.317
331,896,0.051
47,896,0.068
1391,896,0.055999999999999994
2135,896,0.281
1691,896,0.09300000000000001
331,1785,0.05
1405,1785,0.107
126,1785,0.08900000000000001
1293,1785,0.09
152,1785,0.051
1870,1873,0.494
464,1873,0.16399999999999998
503,1873,0.298
1870,504,0.22899999999999998
1870,745,0.16399999999999998
747,745,0.145
1870,505,0.149
42,507,0.354
42,508,0.32
42,509,0.316
42,510,0.289
42,511,0.25
42,512,0.147
42,1921,0.086
1922,1921,0.063
665,1921,0.305
42,1485,0.064
66,1485,0.036000000000000004
117,1485,0.043
1627,1485,0.086
43,513,0.27699999999999997
1429,1165,0.555
514,1165,0.4
1314,1165,0.145
1429,912,0.45299999999999996
514,912,0.327
1429,913,0.45299999999999996
514,913,0.327
1429,1616,0.32
193,1616,0.147
1429,2039,0.27699999999999997
2030,2039,0.354
1423,2039,0.196
1429,910,0.27699999999999997
74,910,0.115
514,910,0.5
1429,803,0.248
1221,803,0.33799999999999997
1429,1424,0.226
2030,1424,0.289
1429,514,0.222
1429,1221,0.21
803,1221,0.33799999999999997
804,1221,0.228
45,1811,0.5670000000000001
800,1811,0.18
45,515,0.42200000000000004
45,517,0.365
45,518,0.298
45,519,0.258
45,520,0.258
45,1917,0.22399999999999998
1767,1917,0.204
1719,1917,0.16699999999999998
45,2106,0.203
1866,2106,0.156
45,578,0.2
1767,578,0.183
1647,521,0.396
1647,522,0.389
1647,523,0.336
1647,524,0.322
1647,525,0.28300000000000003
1647,526,0.27399999999999997
1647,527,0.218
1647,528,0.207
46,529,0.258
46,1169,0.243
107,1169,0.139
46,1170,0.184
107,1170,0.126
46,1174,0.17
107,1174,0.109
46,530,0.125
46,531,0.125
46,532,0.125
46,533,0.12300000000000001
46,534,0.107
1962,535,0.212
1962,1875,0.203
74,1875,0.092
103,1875,0.076
1835,1875,0.16899999999999998
143,1875,0.08900000000000001
503,1875,0.16
1962,1720,0.192
1913,1720,0.192
1962,1774,0.14400000000000002
1601,1774,0.134
151,1774,0.134
47,1977,0.142
764,1977,0.16899999999999998
47,536,0.139
47,1978,0.073
1818,1978,0.115
127,1978,0.048
1821,1978,0.39299999999999996
764,1978,0.13
47,708,0.06
66,708,0.091
47,1976,0.054000000000000006
764,1976,0.192
47,1372,0.051
127,1372,0.051
1013,748,0.299
847,748,0.226
1013,1797,0.187
1622,1797,0.445
1619,1797,0.8590000000000001
2082,1797,0.391
1798,1797,0.684
1623,1797,0.377
1013,823,0.183
77,823,0.263
1013,537,0.18100000000000002
538,538,0.28600000000000003
538,1920,0.252
665,1920,0.33299999999999996
538,540,0.19699999999999998
538,541,0.165
538,543,0.08
538,1120,0.069
706,1120,0.129
1120,1120,0.183
66,1120,0.055
699,1120,0.452
538,667,0.049
1922,667,0.083
1656,1564,0.365
1657,1564,0.293
1660,1564,0.13699999999999998
1655,1564,0.47100000000000003
1656,544,0.095
706,545,0.816
706,546,0.535
706,548,0.33299999999999996
706,549,0.33299999999999996
706,1160,0.25
48,1160,0.21600000000000003
1314,1160,0.193
706,550,0.171
706,948,0.147
946,948,0.085
48,1012,0.134
946,1012,0.107
1684,1012,0.08800000000000001
48,2100,0.09
1866,2100,0.341
48,552,0.07
801,555,0.335
801,556,0.183
801,800,0.163
1803,800,0.47700000000000004
801,557,0.149
801,558,0.132
801,960,0.13
1332,960,0.146
1625,960,0.14
801,559,0.126
189,561,0.18
189,791,0.163
63,791,0.182
1776,791,0.22399999999999998
189,562,0.161
189,563,0.159
189,564,0.121
189,565,0.11900000000000001
189,566,0.113
1081,567,0.308
1081,904,0.16399999999999998
55,904,0.042
85,904,0.02
1081,568,0.149
1081,2010,0.145
2002,2010,0.19
117,2010,0.04
1258,2010,0.087
1081,569,0.11800000000000001
49,570,0.632
1391,1392,0.23800000000000002
1387,1392,0.18899999999999997
571,1392,0.225
1391,1458,0.218
446,1458,0.136
1391,572,0.139
1391,1233,0.094
1657,1233,0.052000000000000005
1391,909,0.045
64,909,0.021
86,909,0.039
415,1084,0.589
577,1084,0.22699999999999998
1501,1084,0.275
415,1501,0.195
128,1501,0.121
879,1501,0.191
415,583,0.156
1682,583,0.139
1767,1765,0.258
77,1765,0.284
1829,1765,0.259
1891,1765,0.23399999999999999
1767,1891,0.226
1835,1891,0.151
1894,1891,0.182
1767,1567,0.218
1655,1567,0.225
1767,580,0.166
1767,1770,0.166
125,1770,0.078
128,1770,0.105
139,1770,0.068
1891,1770,0.131
1682,1677,0.289
1178,1677,0.27399999999999997
1682,582,0.244
1682,1178,0.158
1678,1178,0.221
1680,1178,0.196
1682,1678,0.155
114,1678,0.10800000000000001
929,1678,0.23600000000000002
1178,1678,0.221
1902,584,0.284
1902,585,0.25
1902,599,0.23800000000000002
50,599,0.217
1902,588,0.212
1902,1525,0.171
1071,1525,0.295
929,1525,0.33299999999999996
1902,589,0.162
1902,1897,0.162
1898,1897,0.365
1902,937,0.162
90,937,0.226
591,590,0.426
591,591,0.364
591,592,0.27
591,593,0.191
591,594,0.161
591,595,0.105
591,596,0.087
50,597,0.4
50,598,0.258
50,1377,0.191
1680,1377,0.444
129,1377,0.191
50,876,0.075
1892,876,0.11800000000000001
1303,2045,0.5
2048,2045,0.11
1303,1508,0.408
2045,1508,0.408
686,1508,0.289
1303,1304,0.37799999999999995
2045,1304,0.37799999999999995
1303,1113,0.183
1106,1113,0.26
1303,1305,0.177
2045,1305,0.177
1303,601,0.10300000000000001
1303,1389,0.066
1389,1389,0.284
84,1389,0.04
102,1389,0.044000000000000004
2045,1389,0.098
122,1389,0.05
1387,1389,0.096
1050,1052,0.32899999999999996
514,1052,0.263
1638,1052,0.205
1050,602,0.3
1050,603,0.22399999999999998
1050,604,0.177
1050,1124,0.129
582,1124,0.195
1050,746,0.11800000000000001
747,746,0.10099999999999999
1050,747,0.107
747,747,0.08199999999999999
1050,605,0.102
51,961,0.35100000000000003
1625,961,0.139
51,606,0.289
51,608,0.23199999999999998
51,609,0.222
51,610,0.166
51,727,0.152
2148,727,0.258
51,611,0.14300000000000002
51,1349,0.115
124,1349,0.28600000000000003
1370,613,0.154
1370,614,0.154
1370,1370,0.14300000000000002
120,1370,0.081
127,1370,0.059000000000000004
1370,730,0.14
875,730,0.14300000000000002
1370,1820,0.134
1937,1820,0.162
846,1179,0.281
103,1179,0.179
1680,1179,0.177
846,615,0.204
846,616,0.192
846,617,0.168
846,618,0.16
846,619,0.157
846,620,0.157
846,621,0.141
846,2005,0.128
2004,2005,0.47100000000000003
1258,2005,0.17600000000000002
52,622,0.516
52,623,0.23800000000000002
52,624,0.22899999999999998
52,625,0.22399999999999998
52,626,0.126
54,1841,0.083
129,1841,0.052000000000000005
1450,1841,0.083
55,1340,0.085
1335,1340,0.052000000000000005
55,628,0.079
55,1743,0.06
148,1743,0.025
55,630,0.051
56,632,0.27
56,1628,0.22399999999999998
1877,1628,0.205
56,1940,0.214
1855,1940,0.08199999999999999
110,1940,0.141
1821,1940,0.14300000000000002
56,1280,0.214
464,1280,0.17300000000000001
56,633,0.20199999999999999
56,634,0.192
56,635,0.152
455,636,0.67
455,1980,0.48
1235,1980,0.505
764,1980,0.075
455,637,0.401
455,1189,0.305
1235,1189,0.43799999999999994
455,655,0.218
59,655,0.37
455,639,0.217
455,1083,0.205
99,1083,0.022000000000000002
57,640,0.5770000000000001
57,641,0.5
57,642,0.447
57,643,0.436
57,871,0.354
1276,871,0.22399999999999998
57,644,0.316
57,645,0.289
57,646,0.25
57,647,0.2
58,649,0.816
58,650,0.10300000000000001
725,2148,0.365
169,2148,0.179
725,1626,0.19
1625,1626,0.258
140,1626,0.17
1877,1626,0.251
725,1958,0.136
2148,1958,0.373
1627,1958,0.16699999999999998
160,1958,0.18600000000000003
725,651,0.132
725,652,0.11800000000000001
725,653,0.107
725,654,0.063
59,1950,0.281
2004,1950,0.07
1971,1950,0.295
59,1207,0.253
2004,1207,0.062
108,1207,0.068
59,1951,0.221
1971,1951,0.257
59,1952,0.207
464,1952,0.21
1971,1952,0.25
59,1947,0.192
104,1947,0.076
126,1947,0.049
1971,1947,0.5479999999999999
59,1778,0.17800000000000002
1684,1778,0.052000000000000005
1011,1778,0.075
151,1778,0.068
422,662,0.281
1922,662,0.494
422,656,0.214
422,908,0.168
185,908,0.12
422,657,0.14300000000000002
422,658,0.139
422,659,0.11699999999999999
422,1949,0.113
1922,1949,0.225
665,1949,0.062
1971,1949,0.358
1922,664,0.298
1922,666,0.096
2004,1258,0.187
2002,1258,0.601
2008,1258,0.10800000000000001
2004,846,0.091
620,846,0.157
2004,1432,0.040999999999999995
990,1432,0.262
132,1432,0.05
61,1857,0.667
1855,1857,0.272
1857,1857,0.222
1855,668,0.365
1855,1854,0.365
1857,1854,0.298
1855,1856,0.309
1833,1856,0.081
1857,1856,0.252
1855,1858,0.23600000000000002
803,1858,0.258
1839,1858,0.16699999999999998
1857,1858,0.192
1855,1861,0.17
355,1861,0.147
1857,1861,0.139
1855,1862,0.128
1857,1862,0.10400000000000001
1855,1863,0.096
93,1863,0.136
1857,1863,0.079
2009,2003,0.344
2002,2003,0.7190000000000001
81,2003,0.09
436,2003,0.264
1258,2003,0.395
2009,669,0.311
2009,670,0.27899999999999997
2009,2009,0.25
2008,2009,0.11199999999999999
1258,2009,0.096
2009,671,0.228
2009,1926,0.21899999999999997
629,1926,0.214
2009,672,0.19899999999999998
2009,673,0.19399999999999998
2009,674,0.165
62,2192,0.027999999999999997
137,2192,0.013999999999999999
158,2192,0.027999999999999997
2193,2192,0.16699999999999998
1467,675,0.221
1467,1270,0.156
920,1270,0.16899999999999998
1467,677,0.128
1467,1824,0.10400000000000001
1937,1824,0.14400000000000002
1467,679,0.099
1467,1888,0.083
1894,1888,0.217
1467,1589,0.076
1255,1589,0.14
1467,787,0.068
1051,787,0.055999999999999994
63,681,0.364
63,682,0.174
63,1713,0.161
133,1713,0.154
232,1713,0.10300000000000001
63,683,0.125
1509,686,0.22
1509,687,0.17300000000000001
1509,1018,0.159
92,1018,0.113
1509,1355,0.154
1833,1355,0.09300000000000001
124,1355,0.19399999999999998
1509,1614,0.135
193,1614,0.192
1509,999,0.134
1604,999,0.18100000000000002
1509,688,0.13
64,689,0.37799999999999995
64,690,0.252
64,691,0.228
64,1099,0.136
102,1099,0.239
64,692,0.06
64,1970,0.04
162,1970,0.062
65,1915,0.389
1719,1915,0.231
65,1912,0.23600000000000002
1719,1912,0.28
65,696,0.203
65,697,0.17800000000000002
65,698,0.162
65,793,0.162
1776,793,0.185
1120,699,0.452
1120,700,0.19399999999999998
1120,701,0.163
1120,702,0.155
1120,703,0.13699999999999998
1120,704,0.129
1120,705,0.129
1120,706,0.129
